50,26,0,5,19,0,0
50,25,0,5,20,0,0
50,24,0,5,21,0,0
50,23,0,5,22,0,0
50,22,0,5,23,0,0
50,21,0,5,24,0,0
50,20,0,5,25,0,0
50,28,0,6,16,0,0
50,26,0,6,18,0,0
50,25,0,6,19,0,0
50,24,0,6,20,0,0
50,23,0,6,21,0,0
50,22,0,6,22,0,0
50,21,0,6,23,0,0
50,20,0,6,24,0,0
50,25,0,7,18,0,0
50,24,0,7,19,0,0
50,21,0,7,22,0,0
50,20,0,7,23,0,0
50,28,0,8,14,0,0
50,26,0,8,16,0,0
50,25,0,8,17,0,0
50,24,0,8,18,0,0
50,23,0,8,19,0,0
50,22,0,8,20,0,0
50,21,0,8,21,0,0
50,20,0,8,22,0,0
50,28,0,9,13,0,0
50,26,0,9,15,0,0
50,25,0,9,16,0,0
50,24,0,9,17,0,0
50,23,0,9,18,0,0
50,22,0,9,19,0,0
50,21,0,9,20,0,0
50,20,0,9,21,0,0
50,30,0,10,10,0,0
50,28,0,10,12,0,0
50,27,0,10,13,0,0
50,26,0,10,14,0,0
50,25,0,10,15,0,0
50,24,0,10,16,0,0
50,23,0,10,17,0,0
50,22,0,10,18,0,0
50,21,0,10,19,0,0
50,20,0,10,20,0,0
50,28,0,11,11,0,0
50,27,0,11,12,0,0
50,26,0,11,13,0,0
50,25,0,11,14,0,0
50,24,0,11,15,0,0
50,23,0,11,16,0,0
50,22,0,11,17,0,0
50,21,0,11,18,0,0
50,20,0,11,19,0,0
50,28,0,12,10,0,0
50,27,0,12,11,0,0
50,26,0,12,12,0,0
50,25,0,12,13,0,0
50,24,0,12,14,0,0
50,23,0,12,15,0,0
50,22,0,12,16,0,0
50,21,0,12,17,0,0
50,20,0,12,18,0,0
50,29,0,13,8,0,0
50,28,0,13,9,0,0
50,27,0,13,10,0,0
50,26,0,13,11,0,0
50,25,0,13,12,0,0
50,24,0,13,13,0,0
50,23,0,13,14,0,0
50,22,0,13,15,0,0
50,21,0,13,16,0,0
50,20,0,13,17,0,0
50,30,0,14,6,0,0
50,29,0,14,7,0,0
50,28,0,14,8,0,0
50,27,0,14,9,0,0
50,26,0,14,10,0,0
50,25,0,14,11,0,0
50,24,0,14,12,0,0
50,23,0,14,13,0,0
50,22,0,14,14,0,0
50,21,0,14,15,0,0
50,20,0,14,16,0,0
50,30,0,15,5,0,0
50,29,0,15,6,0,0
50,28,0,15,7,0,0
50,27,0,15,8,0,0
50,26,0,15,9,0,0
50,25,0,15,10,0,0
50,24,0,15,11,0,0
50,23,0,15,12,0,0
50,22,0,15,13,0,0
50,21,0,15,14,0,0
50,20,0,15,15,0,0
50,29,0,16,5,0,0
50,28,0,16,6,0,0
50,27,0,16,7,0,0
50,26,0,16,8,0,0
50,25,0,16,9,0,0
50,24,0,16,10,0,0
50,23,0,16,11,0,0
50,22,0,16,12,0,0
50,21,0,16,13,0,0
50,20,0,16,14,0,0
50,28,0,17,5,0,0
50,27,0,17,6,0,0
50,26,0,17,7,0,0
50,25,0,17,8,0,0
50,24,0,17,9,0,0
50,23,0,17,10,0,0
50,22,0,17,11,0,0
50,21,0,17,12,0,0
50,20,0,17,13,0,0
50,27,0,18,5,0,0
50,26,0,18,6,0,0
50,25,0,18,7,0,0
50,24,0,18,8,0,0
50,23,0,18,9,0,0
50,22,0,18,10,0,0
50,21,0,18,11,0,0
50,20,0,18,12,0,0
50,26,0,19,5,0,0
50,25,0,19,6,0,0
50,24,0,19,7,0,0
50,23,0,19,8,0,0
50,22,0,19,9,0,0
50,21,0,19,10,0,0
50,20,0,19,11,0,0
50,25,0,20,5,0,0
50,24,0,20,6,0,0
50,23,0,20,7,0,0
50,22,0,20,8,0,0
50,21,0,20,9,0,0
50,20,0,20,10,0,0
50,24,0,21,5,0,0
50,23,0,21,6,0,0
50,22,0,21,7,0,0
50,21,0,21,8,0,0
50,20,0,21,9,0,0
50,23,0,22,5,0,0
50,22,0,22,6,0,0
50,21,0,22,7,0,0
50,20,0,22,8,0,0
50,22,0,23,5,0,0
50,21,0,23,6,0,0
50,20,0,23,7,0,0
50,21,0,24,5,0,0
50,20,0,24,6,0,0
50,20,0,25,5,0,0
50.2,26.8,0,18,5,0,0
49,21,0,9,20,1,0
49,20,0,9,21,1,0
49,23,0,10,17,1,0
49,22,0,10,18,1,0
49,21,0,10,19,1,0
49,20,0,10,20,1,0
49,24,0,11,15,1,0
49,23,0,11,16,1,0
49,22,0,11,17,1,0
49,21,0,11,18,1,0
49,20,0,11,19,1,0
49,25,0,12,13,1,0
49,24,0,12,14,1,0
49,23,0,12,15,1,0
49,22,0,12,16,1,0
49,21,0,12,17,1,0
49,20,0,12,18,1,0
49,26,0,13,11,1,0
49,25,0,13,12,1,0
49,24,0,13,13,1,0
49,23,0,13,14,1,0
49,22,0,13,15,1,0
49,21,0,13,16,1,0
49,20,0,13,17,1,0
49,26,0,14,10,1,0
49,25,0,14,11,1,0
49,24,0,14,12,1,0
49,23,0,14,13,1,0
49,22,0,14,14,1,0
49,21,0,14,15,1,0
49,20,0,14,16,1,0
49,26,0,15,9,1,0
49,25,0,15,10,1,0
49,24,0,15,11,1,0
49,23,0,15,12,1,0
49,22,0,15,13,1,0
49,21,0,15,14,1,0
49,20,0,15,15,1,0
49,26,0,16,8,1,0
49,25,0,16,9,1,0
49,24,0,16,10,1,0
49,23,0,16,11,1,0
49,22,0,16,12,1,0
49,21,0,16,13,1,0
49,20,0,16,14,1,0
49,27,0,17,6,1,0
49,26,0,17,7,1,0
49,25,0,17,8,1,0
49,24,0,17,9,1,0
49,23,0,17,10,1,0
49,22,0,17,11,1,0
49,21,0,17,12,1,0
49,20,0,17,13,1,0
49,27,0,18,5,1,0
49,26,0,18,6,1,0
49,25,0,18,7,1,0
49,24,0,18,8,1,0
49,23,0,18,9,1,0
49,22,0,18,10,1,0
49,21,0,18,11,1,0
49,20,0,18,12,1,0
49,26,0,19,5,1,0
49,25,0,19,6,1,0
49,24,0,19,7,1,0
49,23,0,19,8,1,0
49,22,0,19,9,1,0
49,21,0,19,10,1,0
49,20,0,19,11,1,0
49,25,0,20,5,1,0
49,24,0,20,6,1,0
49,23,0,20,7,1,0
49,22,0,20,8,1,0
49,21,0,20,9,1,0
49,20,0,20,10,1,0
49,29,0,21,0,1,0
49,24,0,21,5,1,0
49,23,0,21,6,1,0
49,22,0,21,7,1,0
49,21,0,21,8,1,0
49,20,0,21,9,1,0
49,28,0,22,0,1,0
49,23,0,22,5,1,0
49,22,0,22,6,1,0
49,21,0,22,7,1,0
49,20,0,22,8,1,0
49,27,0,23,0,1,0
49,22,0,23,5,1,0
49,21,0,23,6,1,0
49,20,0,23,7,1,0
49,26,0,24,0,1,0
49,21,0,24,5,1,0
49,20,0,24,6,1,0
49,25,0,25,0,1,0
49,20,0,25,5,1,0
48,20,0,8,22,2,0
48,24,0,10,16,2,0
48,22,0,10,18,2,0
48,20,0,10,20,2,0
48,22,0,11,17,2,0
48,21,0,11,18,2,0
48,20,0,11,19,2,0
48,24,0,12,14,2,0
48,23,0,12,15,2,0
48,22,0,12,16,2,0
48,21,0,12,17,2,0
48,20,0,12,18,2,0
48,25,0,13,12,2,0
48,24,0,13,13,2,0
48,23,0,13,14,2,0
48,22,0,13,15,2,0
48,21,0,13,16,2,0
48,20,0,13,17,2,0
48,24,0,14,12,2,0
48,23,0,14,13,2,0
48,22,0,14,14,2,0
48,21,0,14,15,2,0
48,20,0,14,16,2,0
48,24,0,15,11,2,0
48,23,0,15,12,2,0
48,22,0,15,13,2,0
48,21,0,15,14,2,0
48,20,0,15,15,2,0
48,24,0,16,10,2,0
48,23,0,16,11,2,0
48,22,0,16,12,2,0
48,21,0,16,13,2,0
48,20,0,16,14,2,0
48,25,0,17,8,2,0
48,24,0,17,9,2,0
48,23,0,17,10,2,0
48,22,0,17,11,2,0
48,21,0,17,12,2,0
48,20,0,17,13,2,0
48,26,0,18,6,2,0
48,25,0,18,7,2,0
48,24,0,18,8,2,0
48,23,0,18,9,2,0
48,22,0,18,10,2,0
48,21,0,18,11,2,0
48,20,0,18,12,2,0
48,26,0,19,5,2,0
48,25,0,19,6,2,0
48,24,0,19,7,2,0
48,23,0,19,8,2,0
48,22,0,19,9,2,0
48,21,0,19,10,2,0
48,20,0,19,11,2,0
48,25,0,20,5,2,0
48,24,0,20,6,2,0
48,23,0,20,7,2,0
48,22,0,20,8,2,0
48,21,0,20,9,2,0
48,20,0,20,10,2,0
48,29,0,21,0,2,0
48,24,0,21,5,2,0
48,23,0,21,6,2,0
48,22,0,21,7,2,0
48,21,0,21,8,2,0
48,20,0,21,9,2,0
48,28,0,22,0,2,0
48,23,0,22,5,2,0
48,22,0,22,6,2,0
48,21,0,22,7,2,0
48,20,0,22,8,2,0
48,27,0,23,0,2,0
48,22,0,23,5,2,0
48,21,0,23,6,2,0
48,20,0,23,7,2,0
48,26,0,24,0,2,0
48,21,0,24,5,2,0
48,20,0,24,6,2,0
48,25,0,25,0,2,0
48,20,0,25,5,2,0
47,20,0,12,18,3,0
47,21,0,13,16,3,0
47,20,0,13,17,3,0
47,22,0,14,14,3,0
47,21,0,14,15,3,0
47,20,0,14,16,3,0
47,23,0,15,12,3,0
47,22,0,15,13,3,0
47,21,0,15,14,3,0
47,20,0,15,15,3,0
47,23,0,16,11,3,0
47,22,0,16,12,3,0
47,21,0,16,13,3,0
47,20,0,16,14,3,0
47,24,0,17,9,3,0
47,23,0,17,10,3,0
47,22,0,17,11,3,0
47,21,0,17,12,3,0
47,20,0,17,13,3,0
47,24,0,18,8,3,0
47,23,0,18,9,3,0
47,22,0,18,10,3,0
47,21,0,18,11,3,0
47,20,0,18,12,3,0
47,25,0,19,6,3,0
47,24,0,19,7,3,0
47,23,0,19,8,3,0
47,22,0,19,9,3,0
47,21,0,19,10,3,0
47,20,0,19,11,3,0
47,25,0,20,5,3,0
47,24,0,20,6,3,0
47,23,0,20,7,3,0
47,22,0,20,8,3,0
47,21,0,20,9,3,0
47,20,0,20,10,3,0
47,24,0,21,5,3,0
47,23,0,21,6,3,0
47,22,0,21,7,3,0
47,21,0,21,8,3,0
47,20,0,21,9,3,0
47,28,0,22,0,3,0
47,23,0,22,5,3,0
47,22,0,22,6,3,0
47,21,0,22,7,3,0
47,20,0,22,8,3,0
47,27,0,23,0,3,0
47,22,0,23,5,3,0
47,21,0,23,6,3,0
47,20,0,23,7,3,0
47,26,0,24,0,3,0
47,21,0,24,5,3,0
47,20,0,24,6,3,0
47,25,0,25,0,3,0
47,20,0,25,5,3,0
46,20,0,14,16,4,0
46,21,0,15,14,4,0
46,20,0,15,15,4,0
46,21,0,16,13,4,0
46,20,0,16,14,4,0
46,21,0,17,12,4,0
46,20,0,17,13,4,0
46,22,0,18,10,4,0
46,21,0,18,11,4,0
46,20,0,18,12,4,0
46,24,0,19,7,4,0
46,23,0,19,8,4,0
46,22,0,19,9,4,0
46,21,0,19,10,4,0
46,20,0,19,11,4,0
46,25,0,20,5,4,0
46,24,0,20,6,4,0
46,23,0,20,7,4,0
46,22,0,20,8,4,0
46,21,0,20,9,4,0
46,20,0,20,10,4,0
46,24,0,21,5,4,0
46,23,0,21,6,4,0
46,22,0,21,7,4,0
46,21,0,21,8,4,0
46,20,0,21,9,4,0
46,28,0,22,0,4,0
46,23,0,22,5,4,0
46,22,0,22,6,4,0
46,21,0,22,7,4,0
46,20,0,22,8,4,0
46,27,0,23,0,4,0
46,22,0,23,5,4,0
46,21,0,23,6,4,0
46,20,0,23,7,4,0
46,26,0,24,0,4,0
46,21,0,24,5,4,0
46,20,0,24,6,4,0
46,25,0,25,0,4,0
46,20,0,25,5,4,0
45,20,0,17,13,5,0
45,20,0,18,12,5,0
45,22,0,19,9,5,0
45,21,0,19,10,5,0
45,20,0,19,11,5,0
45,24,0,20,6,5,0
45,23,0,20,7,5,0
45,22,0,20,8,5,0
45,21,0,20,9,5,0
45,20,0,20,10,5,0
45,24,0,21,5,5,0
45,23,0,21,6,5,0
45,22,0,21,7,5,0
45,21,0,21,8,5,0
45,20,0,21,9,5,0
45,23,0,22,5,5,0
45,22,0,22,6,5,0
45,21,0,22,7,5,0
45,20,0,22,8,5,0
45,27,0,23,0,5,0
