1000
1000
32.99
50.89
66.85
1000
34.28
26.59
1000
38.74
74.26
60.8
27.73
112.65
20.61
123.2
50.51
39.32
25.37
30.96
39.99
1000
76.86
48.87
38.89
48.73
1000
45.04
46.07
